,end_time,start_time,rdsym_elec19,rdsym_elec26,rdsym_elec28,rdsym_elec43,rdsym_elec47,rdsym_elec54,rdsym_elec12,rdsym_elec13,rdsym_elec20,rdsym_elec5,rdsym_elec21,rdsym_elec27,rdsym_elec33,rdsym_elec34,rdsym_elec35,rdsym_elec41,rdsym_elec42,rdsym_elec0,rdsym_elec1,rdsym_elec10,rdsym_elec11,rdsym_elec14,rdsym_elec15,rdsym_elec16,rdsym_elec17,rdsym_elec18,rdsym_elec2,rdsym_elec22,rdsym_elec23,rdsym_elec24,rdsym_elec25,rdsym_elec29,rdsym_elec3,rdsym_elec30,rdsym_elec31,rdsym_elec32,rdsym_elec37,rdsym_elec38,rdsym_elec39,rdsym_elec4,rdsym_elec40,rdsym_elec45,rdsym_elec46,rdsym_elec53,rdsym_elec6,rdsym_elec7,rdsym_elec8,rdsym_elec9,rdsym_elec36,rdsym_elec44,rdsym_elec48,rdsym_elec49,rdsym_elec50,rdsym_elec51,rdsym_elec52,rdsym_elec55,rdsym_elec56,rdsym_elec57,rdsym_elec58,rdsym_elec59,rdsym_elec60
0,10399.0,8639.0,0.47638547483250837,0.5089795635757076,0.501199483445983,0.4738054428051087,0.4685592367851686,0.529794031388713,0.529450214807055,0.5190337775319177,0.4593546749158695,0.523390527259276,0.4965580867781426,0.5386406529083406,0.5004865290256203,0.49529560950770724,0.4984795537834471,0.46171774976744706,0.4951449152095405,0.44686668774776855,0.50766517422282,0.4855929977117365,0.49473129340591626,0.4590926682170424,0.47640545871608925,0.5219759515835708,0.4858254050883578,0.5463596237959928,0.5081891822919776,0.5388238197086015,0.5090368342995287,0.5090706169928266,0.49453478354697045,0.4356673662721972,0.5077200570113329,0.4032478971748409,0.5024041256195516,0.4548298770636275,0.5072338719992185,0.507937213217213,0.4718843645579881,0.5174606865071367,0.5032562552190488,0.4542374245324097,0.4319672999210273,0.46269062127579985,0.5035692657861257,0.5001822413285792,0.4740424990239275,0.4951510313439013,0.48383876416201943,0.4656492050414943,0.4562825912068104,0.48010541068381135,0.5315033286112624,0.45318118615936964,0.44361652444692856,0.4866373030067667,0.45153150525544633,0.48586128677191487,0.4673614062240335,0.5132116986816555,0.46768168367325735
1,13239.0,11919.0,0.5053350786542293,0.5062401252435227,0.4984705109893672,0.5014989940525059,0.4789440742671929,0.48616087837483296,0.5029708334771804,0.5086054763012021,0.5248464874778955,0.5065791295675927,0.5237538657403706,0.4910471256848881,0.5651550221687591,0.5032400045723204,0.4883448830001135,0.47511863367721247,0.5191592544419242,0.44163539869723173,0.5680590016836952,0.5144276677244494,0.4183889461283857,0.486548826925096,0.5084732453915322,0.48760397011972884,0.4745368077757221,0.5226559470992728,0.5238743202388122,0.4643067321789558,0.5029634345024833,0.49527017109748356,0.49160497097349076,0.4977800830982562,0.5292851665077815,0.542741312124488,0.4703275003845541,0.44706420816894243,0.4698853427097119,0.43343393961059107,0.5063704414311045,0.5358699741962475,0.47823934675394114,0.534992245918436,0.5047203005575435,0.4988701019652106,0.4949249998039116,0.5150560456317661,0.5175212190084414,0.5103885599940121,0.5237494527008205,0.5028914530520157,0.4924610979397582,0.5144712132456859,0.49388220695764057,0.47695910247647677,0.44957148759329557,0.5034819196036114,0.515214658821508,0.47536611828403896,0.49213286951281554,0.508595486256801,0.5036537570764016
2,17599.0,15839.0,0.5088855724065071,0.5020418231752629,0.5343902985733107,0.4682172242930205,0.4900675812140824,0.4990790755286242,0.5028799229639482,0.5290456179420913,0.5171857468416694,0.5124791457949309,0.501751821286679,0.5021609459395054,0.506701503487097,0.4958178611827223,0.48551504548042473,0.5123973632680593,0.48967520858698305,0.5337397669520387,0.49741826978639064,0.5393084549645093,0.47070895373893407,0.5075723778547865,0.46732354563463224,0.5121558843513485,0.49999904051495664,0.468266994953948,0.5396163242117767,0.5373694874670765,0.45543469296192984,0.5081480018948306,0.46080005252956835,0.5347580383619249,0.5314844424045979,0.5102048909298682,0.47854836419469865,0.5427740911624358,0.4625275417290226,0.5082732289410982,0.5252086538998372,0.5079826276569744,0.5030660876298038,0.49588490388403844,0.44812586398823245,0.5308170751012053,0.5370487231975459,0.48363856534311594,0.5499687184981822,0.5099194101701826,0.526328989689563,0.4994119925712684,0.5001721188946124,0.49553971439897265,0.4961263135945764,0.5206310057814847,0.5114795666595062,0.5167331361861282,0.4972253870561729,0.5204380525413702,0.4909232429360511,0.48695902217012654,0.4988168159103021
3,22319.0,20159.0,0.5075479906234092,0.5402316166103627,0.4917640457631718,0.5120247982361759,0.46323126038376,0.5272824337030494,0.5256699421564569,0.5188881131018905,0.4841279301996489,0.511758985644293,0.5341822817465381,0.4983646132574303,0.5211897712135767,0.4965774617606447,0.519011976623813,0.5166379354897641,0.5253900289731204,0.5473740018424353,0.552687475215182,0.4786501305150094,0.5176340857550269,0.49915955826829567,0.4676532579142195,0.4874616905367536,0.4897521975262096,0.4941364033155447,0.499918429697804,0.49884763795468134,0.5064242612040145,0.5260989957472667,0.5365857333362067,0.47366144322494425,0.47303219638976823,0.4824526667220146,0.49591422311555133,0.491383684769256,0.517185453757873,0.5262236281210935,0.47425052305981064,0.5178576587823057,0.5144847370188029,0.4868453696702766,0.5243715997356472,0.49933929971004587,0.5479273872442104,0.4855541229015418,0.49594964741717973,0.4808612053934909,0.5005612390111129,0.47185289644447737,0.5138813136119331,0.5044951350767851,0.46417230210602395,0.5337243089572992,0.4548455126354083,0.512901172590853,0.507970829610466,0.49536293188868014,0.5125596225124758,0.5304123211704398,0.5166806860772307
4,26759.0,24039.0,0.5110054283661561,0.5176142398528125,0.5031345989257189,0.49764116289192695,0.45066405757918915,0.5202633109004852,0.51092928823485,0.4946607887559272,0.5118441582313734,0.5201089881001532,0.4763855159111741,0.49901162141049926,0.5245993413269123,0.4819338902959782,0.49065076062609597,0.5005129050621572,0.4842219782326818,0.47259072988476386,0.49845353372596046,0.4933787045828941,0.5092355623168396,0.47571569823695586,0.53547641257368,0.4676045402702985,0.515584163226865,0.5323992841945523,0.49520841398501386,0.49632667393041263,0.48433216813758695,0.46199615253396,0.49566316222633655,0.4821270388585638,0.4965003039816145,0.4450916510266001,0.48276158444220685,0.5395102848517006,0.49172195117511847,0.5284746228085571,0.468924263453231,0.5075036506482745,0.4725470518372216,0.48682584126538225,0.5148167709864598,0.5119150003640899,0.4969114310365302,0.48062231904968467,0.4887309637083732,0.45853055129921494,0.5298479909754353,0.48259379712964884,0.49143657801332946,0.47413585877123854,0.46657596614967795,0.48169743749678723,0.4669754449613874,0.5449752343485373,0.5180923799428074,0.4923219946794811,0.49345084091762603,0.5205193529041331,0.4966359673746466
5,30799.0,27999.0,0.49667339893886714,0.5020582804202857,0.48994803981441887,0.47929728790142406,0.47098250163324296,0.5247349012976272,0.48210958908567486,0.5234313141724085,0.49288318249664953,0.5165459603462887,0.49356789945625534,0.4772797004628721,0.5123100466478686,0.5013174174423922,0.47912569891941414,0.4704661029379327,0.5265114392238195,0.5040395708327797,0.4916083244283085,0.49154943921387917,0.5040735309895663,0.49017133681145136,0.5356347764434152,0.523777157018099,0.46243214589837156,0.49227908738532283,0.4943506993559271,0.5053214240687881,0.5245046444957896,0.49214152656369275,0.5107071948568046,0.46179742409381314,0.46896315757840573,0.5130218402554717,0.5080551077161953,0.49835595541828215,0.4972253187716624,0.5131527441030673,0.49348988543719857,0.5052364335084545,0.5041665756594914,0.5126832865758773,0.4759769225671794,0.5103302499743352,0.4623125536418722,0.4926645976009446,0.5192717709003319,0.5177010311964347,0.4896140408734074,0.5149216166132491,0.5104228459450844,0.5270668358413719,0.47619392121464826,0.47775092096224686,0.46662928209614357,0.49314903729601656,0.4932749100611927,0.5178102790198896,0.4983387391554707,0.5167410907632912,0.48550698412550597
6,34759.0,32159.0,0.5309828907749098,0.4919754360188881,0.49144268331331487,0.4867961439379371,0.4860242976009545,0.52755127702236,0.5010655335096897,0.47744908572783923,0.49328477838898244,0.5152571033773604,0.46423737857843916,0.4963285098465712,0.4986514628663301,0.5321073290593603,0.516654537937941,0.5412229817881014,0.5262756050647441,0.49960412497275686,0.49275260003955673,0.5116283648008836,0.5192629817336762,0.5134250580197025,0.558304879891562,0.47903713063700415,0.5232890584719867,0.4882554244418888,0.4842635158204606,0.4800227080141257,0.4827594120065774,0.5009491057144504,0.5074631197829446,0.49216517604035764,0.4996897779853315,0.5122621935591186,0.48338036595218964,0.520386264610503,0.46896607853808425,0.510267988416614,0.48932282748053163,0.48296235694112627,0.5230874301467674,0.5220817419729817,0.5119656703628953,0.521835092472252,0.49897980058453095,0.5190508659419841,0.5274063234288767,0.47919556182769896,0.46063160189855284,0.5015272367359361,0.4512842505868669,0.5189711240150526,0.5126862087214674,0.5484974264200716,0.4768425442156959,0.4926627194932158,0.5047658771891677,0.5321308984248145,0.504915049854436,0.5170821414553444,0.5168089035907335
7,38079.0,36039.0,0.5585187719480768,0.49798368439345236,0.5506312557344538,0.5076856382988804,0.4795237320799797,0.5299063374786136,0.4930367975072092,0.514034099555914,0.4768438904439633,0.5326299975742874,0.533214870435272,0.480674904244853,0.5593249599507778,0.4953238104482643,0.5015228981850657,0.4972771473187124,0.5436280041307746,0.5057969076254926,0.52301641535504,0.4745900857210015,0.4786990813195302,0.5222444673439348,0.5191482438436026,0.5107381407482963,0.5312782306320069,0.5153814601951134,0.5165560602028971,0.4999179727668749,0.5003363777647855,0.5194773217952969,0.48994613507956086,0.48933095253628706,0.5146234685587563,0.4956588791640868,0.5075437291320648,0.5239381336440794,0.5416497097516232,0.5144405228790678,0.5434139739535081,0.5343965903773776,0.46610501882143546,0.5424676752241194,0.5300533254057979,0.48272643806665533,0.5519240418310921,0.5380861007143705,0.5444356100267531,0.5022791096187829,0.5412466225777849,0.49212749817492596,0.5464720596294869,0.518306169747639,0.46860710562900354,0.5034663314096021,0.45883960576078703,0.472742354113177,0.5358530885999825,0.5421254419229519,0.4870717009702337,0.5154185846392181,0.46965904999794306
8,43679.0,40079.0,0.5017228236556059,0.48786428000005,0.4873123104949159,0.5041588130940715,0.48271053373961115,0.49178627319375545,0.5030716422178345,0.4963101817476005,0.4958414923184004,0.47450498123998297,0.5030804298523159,0.49870306157086497,0.4957006196134694,0.4837381047204195,0.5025279420097382,0.4872385916861159,0.49333394341718656,0.530129980157817,0.5036599565302647,0.45768225507823024,0.49504016272158746,0.5152209925607861,0.502292901627151,0.4829696262511057,0.4710686109123613,0.4867867128395153,0.4561231917840644,0.4965753709298721,0.5007290469000278,0.5029548443407728,0.44528982471493544,0.491890449098641,0.502095555462999,0.5191562947090708,0.4944061773382113,0.4580589242572472,0.5003044192077698,0.5217848499487621,0.5101479473544089,0.5059953525037321,0.4835410378678665,0.4958885793287904,0.4974750887781394,0.5245378180379496,0.4770235240835541,0.4758867314107277,0.513530692407024,0.47813017769266913,0.4841424938946075,0.45447756803033595,0.5064574660657942,0.4625087148651878,0.4860046352676382,0.49682404696984894,0.47564333603808434,0.4980075127571829,0.5085460263320857,0.49279276701470254,0.5175358114598585,0.5048629058738008,0.493591556739648
9,47639.0,44639.0,0.4743271156959878,0.5091371328476645,0.496665531142999,0.46483268541005374,0.4553287377459434,0.507204866538333,0.5269965909577519,0.5334685127968088,0.4768565464814552,0.5622730560090407,0.4671954375939941,0.5287739422485184,0.5114128752766838,0.5245516188954358,0.4884769146482953,0.46737793274182343,0.4725939415631586,0.48530126980771915,0.4945128322347794,0.5194163192291295,0.5176594282608398,0.5027795815899806,0.5093827523677111,0.5135984735000642,0.4600113499185539,0.5051112763370331,0.5232430133715386,0.48442077031046543,0.4924454859927935,0.5142586913485213,0.5038001126857049,0.4883629947044106,0.489443133493869,0.4910319602808352,0.533270764352846,0.5339686967100145,0.5219851101953636,0.5035555411909534,0.47123627251260675,0.5489440675136844,0.4720402723151516,0.4994361831950286,0.496531300370688,0.5473880332260085,0.46076789805025903,0.5020169583226578,0.49850221435792347,0.5065854649691603,0.48768536873763335,0.4783877801737689,0.4882736356757004,0.4848761867138924,0.5021202865032278,0.47924001030104313,0.48312951522942055,0.5038067441571493,0.48468061702364934,0.461772452330461,0.49713079655656284,0.484560871609271,0.43221559600424186
