,end_time,start_time,rdsym_elec18,rdsym_elec24,rdsym_elec32,rdsym_elec26,rdsym_elec27,rdsym_elec33,rdsym_elec17,rdsym_elec25,rdsym_elec1,rdsym_elec10,rdsym_elec2,rdsym_elec9,rdsym_elec11,rdsym_elec12,rdsym_elec13,rdsym_elec14,rdsym_elec15,rdsym_elec19,rdsym_elec20,rdsym_elec21,rdsym_elec22,rdsym_elec23,rdsym_elec28,rdsym_elec29,rdsym_elec3,rdsym_elec30,rdsym_elec31,rdsym_elec34,rdsym_elec35,rdsym_elec36,rdsym_elec37,rdsym_elec4,rdsym_elec5,rdsym_elec6,rdsym_elec7,rdsym_elec0,rdsym_elec16,rdsym_elec8
0,10239.0,8279.0,0.4864224588362241,0.4846918215340933,0.5217886448271208,0.38240564825510354,0.4653770425416857,0.4599053252581978,0.4665979980730632,0.4659250781946843,0.4371918725379756,0.4974551860386891,0.46948796631945144,0.49151747787993527,0.5424942809428586,0.5043880734956276,0.5424244088962117,0.5072149014005768,0.45436922011463826,0.49023758110289495,0.5786187494993962,0.46307074258953623,0.5030409756401946,0.4983833786342348,0.5237471522134475,0.5223467183425696,0.547051902661116,0.4646072859036857,0.5296011672330256,0.5079022714769049,0.5181030427781753,0.46919075341961297,0.42863311542548105,0.5668383793677674,0.47714203730087024,0.5361436364673245,0.4729832045323728,0.5125017192221846,0.5217156374902966,0.47412338523773395
1,13719.0,11959.0,0.5606074080465004,0.45919100474331437,0.5185131236002051,0.5164961828358711,0.4140291024053741,0.548452656905972,0.5258011839903539,0.515729034422334,0.5066015689293671,0.4831792179176258,0.5183654658420601,0.5292912133567435,0.46886354009598125,0.48255845202787007,0.45136410816637856,0.5009130726021982,0.4720472533577597,0.5304988501617125,0.5068483362534448,0.4993222621170239,0.4680918372136549,0.4708986057468923,0.5452276345579101,0.513464454357623,0.5381134029563273,0.5208064389763436,0.5196656452863045,0.48182252797809233,0.4893720781199771,0.5351865377389334,0.4704141838124447,0.49043344397924876,0.4727553749435037,0.49725162419978935,0.5581485897277223,0.5009588793867367,0.48780622525615575,0.5373614282656686
2,25279.0,24679.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,23279.0,22319.0,0.523696671062043,0.5026576300191853,0.4563548384789792,0.4692186099551374,0.5108457131549632,0.5713825372363073,0.5205527922183444,0.49639051845857435,0.4671026363209096,0.43756981512788845,0.5328559950436115,0.5463792107972534,0.48324890151028277,0.47064944290843963,0.4741983621017261,0.42058899649123666,0.5561172119811203,0.45952637426295384,0.48073554665600576,0.4183051519366778,0.4440669259017975,0.4519804061788885,0.5350923387858951,0.48065111644584635,0.5037929619525681,0.461245028710848,0.4847670011163071,0.48251518061889553,0.5320086467744743,0.47324171279500377,0.4440252086559099,0.461219087271178,0.4917900491561039,0.5028017395343771,0.5420610634226658,0.5279123527685069,0.5416770659829063,0.5521959828885575
4,25279.0,24679.0,0.5302896084215102,0.522671233701029,0.556559570962335,0.46332554451421376,0.5539728627814556,0.5152052458314185,0.48389933216114206,0.5127508131203986,0.5037847109486806,0.507651345299233,0.4892231048235736,0.4922999984347345,0.500981183339415,0.4891779880113563,0.5419475924454625,0.5732108591338948,0.45065683478839536,0.49541449865077974,0.4818467209488949,0.5174332392629578,0.48424430220310744,0.5667681619457392,0.5173761968063553,0.4821101480710186,0.46594303332622977,0.5310099684863021,0.476961330914369,0.4835083202249964,0.535816099593139,0.46233673591646196,0.4785165123938782,0.5083081204520362,0.5643219029453143,0.5828673352329828,0.4641626392134869,0.5823139243124683,0.47841581834090374,0.5110929536472617
5,29479.0,28239.0,0.48769108942179945,0.4439143297830795,0.5297681641170946,0.541809390425018,0.5164329062143477,0.5429930414947981,0.4793124260235528,0.4952313600032807,0.4830734937787117,0.49206223515860276,0.452438341811589,0.4447182337548059,0.48182327543020403,0.4771133190277968,0.5280932414194717,0.511771673109022,0.4955987124530578,0.49213190524001843,0.46833023290864706,0.4520774171532496,0.4983458612041854,0.5405802339516438,0.4068202459965535,0.528034051554187,0.48725485885733705,0.5437739510493497,0.5161888748824572,0.5016214794696585,0.5082463819956498,0.5993911266103905,0.5129407842128466,0.5505078009443132,0.4932470980121869,0.4787003368148528,0.537012429538122,0.47876297166508874,0.501227685797839,0.5417774652527007
6,33839.0,32279.0,0.4900778652756193,0.600633340490658,0.5284494207624727,0.5261195190525357,0.48335491947052117,0.48270452175919265,0.5295813228953111,0.46651956422618357,0.47322441006344296,0.5927894528225257,0.5063555462515342,0.5202374779637159,0.5322399467839705,0.5056434445617841,0.5503961835619399,0.478713741892557,0.4656203706765096,0.5593575918222031,0.5018817338325927,0.49976570414334426,0.46707207437968357,0.5435881670043947,0.515665949324297,0.5568406368226037,0.5247878245128412,0.52551572531336,0.46432061074263536,0.4999481747616068,0.46641553783357836,0.4778241470735461,0.48552942605308985,0.502506907518424,0.5342123206875694,0.5146845995148824,0.516254880163911,0.540318026472028,0.4657017886487717,0.4890757181369107
7,37799.0,36119.0,0.5722097097741774,0.5066849919978224,0.4843734189837818,0.4716063131597584,0.46161631601641245,0.5043752165196806,0.5131243380229802,0.507100497913706,0.4939306549445667,0.5289325819658225,0.4949682362322974,0.557561906799354,0.5290366598008386,0.47584982608768395,0.5170483728346419,0.48211230189848303,0.5526227797890507,0.5411942824526471,0.5228828096639875,0.5151195455750643,0.5120653124338919,0.4961242485783696,0.5406026255216119,0.45450996270485394,0.4798022192052134,0.5051560351137201,0.46329934849189625,0.48896827476278115,0.48494791025373385,0.4830201591633088,0.5201765778281789,0.5512557340139305,0.5110887569366465,0.5094310155904349,0.5250418439975284,0.49707734652148633,0.510240306402674,0.4395131141447851
8,41479.0,39999.0,0.4542966944735064,0.4754585393530734,0.5108107217134624,0.47300733131114675,0.45579504133386983,0.5517668125242179,0.5094478741538735,0.5181387887589005,0.5083119305871938,0.537818547143786,0.5147247478132836,0.5713608638393467,0.4427561763455166,0.4876084718704987,0.5437022088494704,0.5101649539376185,0.47436960856776217,0.5246185543289855,0.48020948507517985,0.49761487546578376,0.4955854173071822,0.49609799002717336,0.5212803180206681,0.5605664149761573,0.44293368593723464,0.5296347942926796,0.5271517610417865,0.5172246819717471,0.528589169758109,0.5254085064970385,0.5989907359776895,0.45609799489602004,0.5647117587206708,0.4997019990151106,0.5049522412791247,0.499106299264103,0.5733603656808813,0.5028148200020307
9,46599.0,44159.0,0.5084826368672198,0.45729884179957625,0.5373537496163769,0.42120696469836777,0.5101513619725335,0.5299159366222161,0.4894374671505718,0.4885062379405549,0.528217816322283,0.4794152524293755,0.4971774809364956,0.49584830341915404,0.5162615570126082,0.4852971426587985,0.4521961601543075,0.5050341906994947,0.44448570723353087,0.5045221955178621,0.4566565267812532,0.4413188899715717,0.4849961009204095,0.4935208117353786,0.5514302831234391,0.5120387168315139,0.4391393119559529,0.42372892973031345,0.5106385894773413,0.47953158034885635,0.6160034254358657,0.4811261302942171,0.4802452877976262,0.5076435973567028,0.45970531597761677,0.5116498543755607,0.48523448140262804,0.46546949502225926,0.4910485104100643,0.46153688201047305
