,end_time,start_time,rdsym_elec19,rdsym_elec27,rdsym_elec29,rdsym_elec5,rdsym_elec12,rdsym_elec6,rdsym_elec20,rdsym_elec13,rdsym_elec14,rdsym_elec21,rdsym_elec7,rdsym_elec28,rdsym_elec35,rdsym_elec36,rdsym_elec42,rdsym_elec43,rdsym_elec0,rdsym_elec1,rdsym_elec10,rdsym_elec11,rdsym_elec15,rdsym_elec16,rdsym_elec17,rdsym_elec18,rdsym_elec2,rdsym_elec23,rdsym_elec24,rdsym_elec25,rdsym_elec26,rdsym_elec3,rdsym_elec31,rdsym_elec32,rdsym_elec33,rdsym_elec34,rdsym_elec39,rdsym_elec4,rdsym_elec40,rdsym_elec41,rdsym_elec8,rdsym_elec9,rdsym_elec22,rdsym_elec30,rdsym_elec37,rdsym_elec38,rdsym_elec44,rdsym_elec45
0,9759.0,8239.0,0.44476157833549607,0.486516062742576,0.5041709116332267,0.5091627009645571,0.5154377307442988,0.5546675812934795,0.45005034808841,0.5035111328093268,0.5329048996015608,0.4766894428317352,0.5161481618779279,0.5317121666800363,0.5121391823096192,0.4463950022866822,0.5243007359834084,0.5003295345685344,0.5053821161812599,0.5000510941378129,0.5544273974910685,0.5042440664174668,0.5062882473410615,0.43455490479848896,0.5190272012533275,0.5189932204399114,0.580052516573287,0.512813824320348,0.4486081575640161,0.4692289255929604,0.4929720377076363,0.4588320333705937,0.5048355070415503,0.4760367018473703,0.487938349557831,0.4971332681218481,0.5640884053203499,0.47253950207313405,0.46837131839392077,0.5193676010813036,0.5301939940757971,0.4966231022894187,0.40204982951709284,0.5017276330777833,0.4563844123926531,0.4779472467138341,0.45438655782234333,0.4459946727632991
1,13719.0,11919.0,0.5098156720034933,0.5022763479069887,0.4912805617881908,0.481749838370852,0.4968847499265847,0.528492240097111,0.5171068489127054,0.5199432455981654,0.545728512640812,0.535537361153589,0.49368036360525847,0.4846260390485993,0.4929995130145889,0.44956907611845015,0.5843027592814173,0.48592473777805023,0.5564974287903472,0.5247411467717094,0.5092979757334817,0.5391721265303533,0.5206945092223173,0.5741617395213927,0.49125571427327647,0.5543856564920525,0.5016122517641837,0.5408134881049589,0.5081969640662918,0.5440139805166423,0.4974482269918596,0.4980423536759564,0.5011426318651989,0.49065104784292735,0.4985444171400068,0.46326433767956365,0.5070025362070446,0.49881783271481733,0.51594736984445,0.5168067846189153,0.5069285850319926,0.5177676666338445,0.5270197910050373,0.5267529619159448,0.47099107948667507,0.47888900627153413,0.483094704641193,0.49179284818188007
2,17479.0,15799.0,0.5105231094214857,0.5030905910980984,0.46874751056794794,0.4890920303170831,0.5223102541764584,0.5591825832529297,0.49158136043724215,0.5190620192279457,0.5339105493530334,0.48781756829923933,0.46275749282550477,0.5070214213369365,0.5048842260838776,0.4193658181790086,0.519131040413123,0.5162417892154868,0.5245603647806807,0.48282767545327576,0.4465057123955286,0.4947710155334889,0.5284932815535377,0.4665720154561298,0.4787139319597497,0.5682899169979267,0.5016862132185044,0.4798886610656155,0.4893969866179954,0.49292590283801574,0.42898202749529885,0.5023597580493324,0.5162879323086379,0.5423162001757226,0.5329290896945882,0.46349983282974117,0.5114541494236543,0.5419134370970015,0.5471875503019048,0.5061016744767162,0.575943589423554,0.5251697971500698,0.5179800615215395,0.4599171003372304,0.44971780761530566,0.45236223967338346,0.5091270187186709,0.4824368088795628
3,21679.0,19879.0,0.4503130670969613,0.5008066196758819,0.46543129867093586,0.5169427591922148,0.48881219283827826,0.4990962096095923,0.4815286396798885,0.4848475472570584,0.45463033484804705,0.5004984538966006,0.5022013190291711,0.52133106593634,0.4915440224510576,0.5219518208952466,0.5374095604133585,0.4641541584052696,0.49269414621968133,0.5180207503583087,0.5134657671536519,0.5092117816881391,0.48011909726594443,0.5612076761825567,0.5272873173925828,0.4857828573469743,0.5120055242156399,0.4731325513029171,0.4857633441662711,0.5244672019549185,0.5026203939211907,0.5074264485308287,0.5073487702004303,0.5270607614963213,0.45447896754767697,0.45958602876598315,0.4932045705700254,0.5182634723133579,0.4758638720969739,0.47737545473478876,0.5159867032469909,0.4874374027853151,0.5080430364573959,0.5048269537191362,0.4374175255793359,0.4538495012359586,0.4756539264569035,0.4779967694103683
4,25639.0,23959.0,0.428639625529108,0.4971471035260265,0.45253387237922754,0.5310364486438018,0.47891367683889924,0.5356690580304615,0.5020813655537811,0.5204439552335486,0.5629144984744459,0.4940580433647612,0.5010359503791989,0.4478249964559548,0.5102055035411638,0.5359018986204778,0.5276416094055987,0.49791812363901966,0.48080457957314593,0.4868652686447345,0.4941487738830875,0.5059929127416409,0.45290445888704967,0.4755420880513154,0.501457389231776,0.5578989225936446,0.4589191988565617,0.5241706631000786,0.5257507314078215,0.5823373970653533,0.47140889692036925,0.437509859700544,0.47719511983956786,0.49664830931315407,0.48154576126164805,0.48263060343894204,0.5182721740729855,0.48174988945325564,0.48637971015095266,0.5303735576033842,0.5310370573856817,0.4472782932868107,0.5122320221656338,0.4735202321284182,0.47317131827387515,0.45863348761618755,0.5074913524635919,0.4695884474548339
5,29319.0,28239.0,0.47047790159843644,0.43466086736797177,0.5080455096323556,0.5228510896189694,0.562790658202362,0.5067997588208764,0.5341746781062192,0.548609083252466,0.4775793396854246,0.42841296516398164,0.48373314559354913,0.47735984635160317,0.5325255301239641,0.40976310631780244,0.49842905126396614,0.4596991012449145,0.4824176150107216,0.5789541549376156,0.48027000920578444,0.528767042762116,0.4521350382679629,0.4936767168698995,0.5048471427809991,0.5434258138291995,0.5429454438604476,0.49994896517163256,0.4780144043814089,0.4957892495141914,0.517520854401671,0.4496740732617004,0.4901390544904881,0.47709716953195824,0.4502053988503026,0.41384165989419797,0.5221347692202404,0.5218487473095511,0.5099677742745419,0.48885129393188065,0.5156611305893695,0.4936712839256703,0.47818856569005863,0.5053073707604978,0.4609540352830237,0.5365255974899837,0.5368368469107251,0.5271782530068545
6,33919.0,32519.0,0.4613361868323775,0.4630898420879507,0.5329641363503902,0.5331719898890889,0.5961168852961963,0.49488061137957107,0.5155229961332511,0.5389463574452197,0.5058491436865012,0.5234327370215913,0.5330435079153741,0.4935282305004544,0.507355056897721,0.5255381552932454,0.5393567499846741,0.531031695742738,0.5044639661521751,0.5200391974035239,0.5404281226115285,0.521728977136607,0.5160348044244242,0.4284037760180877,0.43698269597808265,0.47229053380552094,0.5337356691394158,0.4800639606052843,0.44986840960261043,0.5106225910269869,0.5211098663261508,0.4927776867774327,0.5498244828863476,0.5501738901588995,0.5358006197544648,0.4679695484304309,0.5027392874538742,0.5663007512456691,0.5268630240842319,0.5178964640099574,0.4684293983289827,0.50586481617649,0.4635585743135627,0.47252988325271283,0.5423069483004763,0.4604915734024541,0.4805599202160871,0.543326763181172
7,37159.0,35719.0,0.48254998411546685,0.44548410052309395,0.49794472163608877,0.5265870847962892,0.5008986463321717,0.5314236700619064,0.5105927296735064,0.5190551691403379,0.5514420834425516,0.5049817322540918,0.49517742235208584,0.4419584872953735,0.4745630438883076,0.5340764831855904,0.5262407551966942,0.5258991589113617,0.5459618496575405,0.4381936756517604,0.5583236300554564,0.48850520027228095,0.5211435310242105,0.4576435432639369,0.49505158141886346,0.483606467186091,0.4513667211621343,0.5072936245239741,0.5295504042040252,0.5177035944598424,0.5226212686944219,0.4540611180517183,0.5117403950126905,0.48574878628676404,0.5018278934363999,0.48320906870447283,0.4601364866152543,0.5036804561842325,0.5276846690786553,0.4828776656785906,0.4925300099683638,0.43342825755112396,0.4814659892877711,0.4531584252247625,0.5113142743227259,0.45942697595137383,0.47267443373545953,0.44286766115310916
8,41839.0,40079.0,0.48544149494660843,0.5279492215381154,0.5306832891451653,0.5334707792481426,0.510531984344368,0.507483879621859,0.5479881737068097,0.5961775625431365,0.5132065299103397,0.5132073396491263,0.4819016283870064,0.4762580544573364,0.5179702532862707,0.49172796830355636,0.4934287953850615,0.5379737907578074,0.5257891870811288,0.5480758660192472,0.50381157959228,0.5589657496722309,0.4190860066138507,0.553377699941751,0.5308842612622692,0.5407563843228249,0.4454406555680083,0.5380634003574866,0.5345140108135786,0.5190579686657731,0.5174458215777514,0.5402730770914812,0.5008952948824945,0.5586936068949865,0.49704780152528705,0.4405549031845444,0.5103020659668953,0.481838548016575,0.5177455721850511,0.4905676413363399,0.45832375321747504,0.5248439944353244,0.49598802164318917,0.5184645227348762,0.5226844778756955,0.4999248525664311,0.48349890160578746,0.44593649066676166
9,45839.0,44119.0,0.44635850574802166,0.5233111724935167,0.5715428310202014,0.5323497967481664,0.5165104285929653,0.4736155298068401,0.5269262343755337,0.5217342337987805,0.5071088493973525,0.5109171567353128,0.5350405722993251,0.5070980856550071,0.48432462858018627,0.5744594834977118,0.5066833050472785,0.5145640776406755,0.5182314272685576,0.5130008053308883,0.5147337161947826,0.49120041071213494,0.5308910156884386,0.5380426292413172,0.49193441684742634,0.5360134949001509,0.5144846869577959,0.4350268817376457,0.4748469490564591,0.5217148072056016,0.4782126556576912,0.4645649428331377,0.5100720061342608,0.44129561594250716,0.48087395427731394,0.47070225528387416,0.470911327410232,0.5310940138822893,0.48078605095327254,0.4931952964961333,0.4848678703796359,0.5044872681321722,0.5026956716960096,0.5091067738470547,0.5017456528471333,0.47589760995841496,0.533933670913761,0.47069596393388785
