,end_time,start_time,rdsym_elec11,rdsym_elec12,rdsym_elec15,rdsym_elec18,rdsym_elec19,rdsym_elec22,rdsym_elec23,rdsym_elec24,rdsym_elec25,rdsym_elec26,rdsym_elec27,rdsym_elec33,rdsym_elec4,rdsym_elec40,rdsym_elec41,rdsym_elec13,rdsym_elec14,rdsym_elec20,rdsym_elec21,rdsym_elec28,rdsym_elec5,rdsym_elec6,rdsym_elec34,rdsym_elec7,rdsym_elec0,rdsym_elec1,rdsym_elec10,rdsym_elec16,rdsym_elec17,rdsym_elec2,rdsym_elec3,rdsym_elec8,rdsym_elec9,rdsym_elec29,rdsym_elec30,rdsym_elec31,rdsym_elec35,rdsym_elec36,rdsym_elec43,rdsym_elec44,rdsym_elec32,rdsym_elec37,rdsym_elec38,rdsym_elec39,rdsym_elec42,rdsym_elec45,rdsym_elec46,rdsym_elec47,rdsym_elec48,rdsym_elec49,rdsym_elec50,rdsym_elec51,rdsym_elec52,rdsym_elec53,rdsym_elec54,rdsym_elec55,rdsym_elec56,rdsym_elec57
0,11479.0,10799.0,0.5554522626816623,0.5114689533257079,0.4701041798604523,0.3954293830172919,0.5423382778463657,0.6186523418931377,0.4826494641855733,0.46880061021281516,0.43948997484415253,0.5660631324340217,0.5072431973301976,0.4834225944445237,0.5786002170607242,0.4295932750144487,0.5096765823905103,0.6057785835563613,0.5478161014824888,0.5219331525548896,0.47573909383510404,0.5695783998720041,0.4946213406846566,0.5169002168420194,0.4978460388450356,0.48215107377870076,0.4884075332146077,0.4197374516288527,0.5311763461064225,0.5223822051807304,0.5238289650552237,0.46598051424275905,0.5409445011888296,0.49319930607643464,0.4778243783165349,0.5817011533131573,0.5095079260322479,0.5221581982018709,0.46755969057381264,0.45821292805899794,0.6094780154147809,0.46917926494122475,0.46003046059048336,0.5393910653999281,0.552365466798304,0.580184160720739,0.5022269145126855,0.47413861742065966,0.47617756661016913,0.5176040754703467,0.4398010408685751,0.40548235476008426,0.5400950426992328,0.5099324208435786,0.5020699404737445,0.49421714776805026,0.4364409587420364,0.45146597980735326,0.4667276783264473,0.4762660114514203
1,14919.0,11959.0,0.5012411746249286,0.4789805013723724,0.458986615909571,0.48153948608446945,0.48092115588849593,0.4552480069868324,0.48969108305231007,0.5162087217172319,0.5130142060567411,0.48246101336111,0.5250139760497478,0.5084376513321118,0.5202226591759358,0.5297667871576186,0.5153037000815578,0.537163853281936,0.5380998286113511,0.5036009171945435,0.5360218092032257,0.4750896226735381,0.5387621969283314,0.5103996437916624,0.4910084854214083,0.49698098935842566,0.5342260372753169,0.493675010522137,0.5124748949334194,0.4758091943446805,0.5185566049165806,0.5160857080279005,0.5013062342790683,0.45036712140828095,0.5056099821074393,0.47146494851090237,0.4976567571712836,0.483873700057149,0.46575912540198805,0.5032628244192218,0.5267079089886331,0.5148482334840735,0.49719081176364993,0.49150797155144804,0.49238911999511614,0.509661257246296,0.48312378946911383,0.4736209801191327,0.4726258327306999,0.4922017154817484,0.5093624766560632,0.501175040232596,0.4909922097820496,0.48192470850145736,0.4998966724083485,0.511399328480314,0.511508428817556,0.4991493777316658,0.5324746013616689,0.5159223462844336
2,19599.0,17199.0,0.48219418858503565,0.49807078405663385,0.5248902928629723,0.520183119665692,0.48507694031540927,0.5031311063877875,0.47905172938087404,0.4769698403244177,0.4719107854065923,0.5080987010907385,0.4759589298934434,0.4977118808902997,0.4893246968304153,0.444674974513263,0.46208710217773263,0.5397913167584729,0.5054474892420642,0.5539920992351052,0.5184892786487654,0.49333920806623527,0.5096975702113051,0.5124686276531379,0.5286109745031217,0.5059312332518073,0.5021462925198925,0.4969069655286393,0.49270648073336815,0.5018471453942411,0.48268309999077497,0.530915288119943,0.49143293396140286,0.5054719048837042,0.5247776050676121,0.5157516934898284,0.5189589973158212,0.5620535097983537,0.4993434430352043,0.4659894737971716,0.5178172970432638,0.4589558563391284,0.5014007244258478,0.49865160687375176,0.5367388670567228,0.4663147213431075,0.4970643705069787,0.5069145343075452,0.47168672232910974,0.5182672870763398,0.45493576872609637,0.43532693114496557,0.4585241999737056,0.5131594649779085,0.5198786612223006,0.5221613111255767,0.5262982139544725,0.5106108099599103,0.44805611644015075,0.4715512698197444
3,23639.0,20159.0,0.48918812848868026,0.5056265674869375,0.4646656059948193,0.49869865333376423,0.5398891175212921,0.49283851088512726,0.5038232327882655,0.5013672494091458,0.49293249178914367,0.5222115608772412,0.49404068595861733,0.4521171147840357,0.5083709501324476,0.47087575105496854,0.45932710942437643,0.5096671133230204,0.48714231471061153,0.5168460313328902,0.5367003184432092,0.4830729281238109,0.5102614591017228,0.4998989693554067,0.5076533348563755,0.4991116257350773,0.5093597586545715,0.49841373860483007,0.4866230659118314,0.5172820880976642,0.48251928901486757,0.5274438506563527,0.4955137267090491,0.48198621881586434,0.479067118129137,0.536879962140207,0.5278505465432359,0.46857960863039555,0.4785879521989341,0.5147963752467696,0.48331558640140126,0.46416364579913344,0.501427895810972,0.47116624842701543,0.5043458715680712,0.4788129299756159,0.5110079269835889,0.5167220068050052,0.5152884849068877,0.5014432847251027,0.5185109150253746,0.4782114852965236,0.4805580084020935,0.5034657650306164,0.5041115920186778,0.4959273771144751,0.47715219537050996,0.4734563321286874,0.4819834045001261,0.47738285625717886
4,26359.0,23959.0,0.492093067362442,0.5128701914517697,0.4742067087037278,0.48340483290375,0.5146961091450797,0.502840171237971,0.5329990181678077,0.5078902222134907,0.49945383748718075,0.4944106373746127,0.4899341764008818,0.46143354519359187,0.5225050555182091,0.4618954947106391,0.4847421666064297,0.5355433917929338,0.48094743804794987,0.4863279926360972,0.5109024055455711,0.5175965329892178,0.49302897550959657,0.4743439200954177,0.49098017609425015,0.46929178268350663,0.4931087914226189,0.5166129326552373,0.509883300915124,0.44989035300183805,0.5182808787829315,0.4883738130713324,0.46249523946272986,0.5207706018595573,0.49276305773321866,0.46100603096342574,0.4808387880236404,0.5292021374371587,0.45778348823980713,0.5504969732142954,0.4950281947365214,0.4909271344834272,0.46930847281217697,0.47531410427896825,0.4413876372452329,0.46247804026141043,0.48541682000963143,0.4609626789610762,0.5227913055422804,0.5073171433818714,0.5126504360030434,0.4866443973476336,0.5458320475018895,0.4924342913560345,0.5098676011165286,0.48929734695051963,0.5057911839021197,0.47484232730115306,0.500906545404312,0.4811467600122436
5,51119.0,49719.0,0.532583960178626,0.5278302300345312,0.4796446159890028,0.545329209909556,0.471047117663651,0.4890503568742726,0.4741231786938334,0.48465896491241084,0.43775174563446495,0.3943797149803928,0.5730499565188907,0.5072735180558336,0.5375078917960255,0.4700184269933193,0.4252323665468212,0.4687633483345998,0.5167954198454254,0.48909404505647996,0.5601749247968196,0.4757185897776658,0.4710897900285875,0.5318046622395727,0.4652516005468099,0.5205979283441207,0.4355272512312816,0.4457249270953234,0.5205344387772707,0.46185483309691777,0.4609439012492431,0.46946801886029765,0.48027875364384803,0.4183358267522667,0.5138019364363651,0.47973868491910016,0.4567711807072634,0.47804185323246406,0.5036947874236196,0.5813774612594962,0.480552888609706,0.5085802202774942,0.5009163596575253,0.5222455852657621,0.475162727788261,0.44020271614931067,0.4672944509690129,0.4655142523665949,0.47099812667815294,0.43927253840821234,0.4930528414244436,0.47823354924532296,0.5072013733215326,0.5236749391417541,0.5272243262544977,0.4862159064136722,0.46332251233266775,0.5080542952833252,0.48756719725346054,0.46409166035956706
6,52719.0,49599.0,0.5176300954122502,0.5093784400131391,0.4961720154584537,0.5422219607157617,0.4988872782172786,0.49506494321658895,0.4838918445268796,0.5057458068604703,0.5085941432130635,0.44918064863637785,0.5339499978898612,0.5084895302564425,0.4875513661666085,0.4727584647223553,0.4764277992581276,0.5060816000902258,0.49126756592091864,0.5082529071721199,0.5285383300165145,0.5028119576986604,0.4957177960507489,0.5114732369787465,0.47951761459684056,0.5060502771258979,0.49135316512490435,0.4919323884132567,0.5062468001012579,0.4879210758869535,0.5023194388740246,0.509015670579494,0.4894794718113995,0.44668661546899063,0.5189345463598738,0.4834056016327197,0.4585356572355545,0.5257383523933667,0.5124716148141107,0.606480313101516,0.4590511115754761,0.5671585663643295,0.49949838541358427,0.5017478602568987,0.4588600471982709,0.4719567677711223,0.48564264139417657,0.4655636462486477,0.47520460439565154,0.47802905603140833,0.48778345104884885,0.5080517813514421,0.5215517090234132,0.49309269634094705,0.5233489432606007,0.4858255725290083,0.4791221672365926,0.5130950478426248,0.4921150861423029,0.513250942067451
7,39959.0,36279.0,0.4512082951352172,0.471929372752849,0.47690643230410557,0.48490514849494265,0.4997175048673079,0.46539469087283336,0.4852025060334562,0.5227305628466532,0.5325202090975012,0.47413252476489826,0.5237839148342297,0.4874085860106064,0.512282413803074,0.4997794810719248,0.5060402680423824,0.49896342000255506,0.5110513925234824,0.4837344844990429,0.5141854710041832,0.5010869535615567,0.5341676034338685,0.49711994530662584,0.4973419421551081,0.4890354251615109,0.4984359067295387,0.4877256214438579,0.49375514966242845,0.49343301928147776,0.5262407956677271,0.48870920540487794,0.5144617269712604,0.48286092446885737,0.48610513188576054,0.5142498067503254,0.49219473713363926,0.48090999307153176,0.49277178563685753,0.49206507542003913,0.5334196546493875,0.5198845573295562,0.48890650068790414,0.47259009934386165,0.5133053707249433,0.48074268128932524,0.5146482434317965,0.47894896349879396,0.5408136698021451,0.5252202802526107,0.519468321448986,0.49766254102062896,0.47486165570881395,0.4789870943576941,0.5217187298317287,0.4933955632129463,0.5142927420090109,0.4829377441339142,0.49256763536802695,0.519003675502639
8,47879.0,40039.0,0.5090118446666657,0.5049759219370267,0.49723624268635186,0.5105633629202272,0.4891401910583007,0.5070931251895493,0.522611548055199,0.5257363549075966,0.5226644180903606,0.49151646752320577,0.4934979717146281,0.4955084971377294,0.48647973667746086,0.5068900232971393,0.4970356070844314,0.5080944218157073,0.5116900081667123,0.4857679810913421,0.5304524453718694,0.4825671758375327,0.5061514089767196,0.5018348680094009,0.4955752828473604,0.49653894006566474,0.5176168803808254,0.4842468114570683,0.4999795107120889,0.49810367351547413,0.4806455650240609,0.47334559908274293,0.4699408766155272,0.4885791821250474,0.4990132017013368,0.5013557297490719,0.49072906051451703,0.5122383661863882,0.48105383261102,0.5406344909922136,0.5078674886641903,0.49452812577826605,0.493941486107586,0.5162346083974986,0.48227581901783084,0.49914512623519053,0.4838075102829058,0.49532992875723003,0.5131686523787538,0.49901645941402484,0.5005853266755717,0.5033785984253504,0.46795490956409114,0.4892424309601131,0.4890360678030887,0.4925443333283068,0.4967572085284688,0.5006913758273867,0.47799360771420635,0.4840295767153791
9,52719.0,49599.0,0.5176300954122502,0.5093784400131391,0.4961720154584537,0.5422219607157617,0.4988872782172786,0.49506494321658895,0.4838918445268796,0.5057458068604703,0.5085941432130635,0.44918064863637785,0.5339499978898612,0.5084895302564425,0.4875513661666085,0.4727584647223553,0.4764277992581276,0.5060816000902258,0.49126756592091864,0.5082529071721199,0.5285383300165145,0.5028119576986604,0.4957177960507489,0.5114732369787465,0.47951761459684056,0.5060502771258979,0.49135316512490435,0.4919323884132567,0.5062468001012579,0.4879210758869535,0.5023194388740246,0.509015670579494,0.4894794718113995,0.44668661546899063,0.5189345463598738,0.4834056016327197,0.4585356572355545,0.5257383523933667,0.5124716148141107,0.606480313101516,0.4590511115754761,0.5671585663643295,0.49949838541358427,0.5017478602568987,0.4588600471982709,0.4719567677711223,0.48564264139417657,0.4655636462486477,0.47520460439565154,0.47802905603140833,0.48778345104884885,0.5080517813514421,0.5215517090234132,0.49309269634094705,0.5233489432606007,0.4858255725290083,0.4791221672365926,0.5130950478426248,0.4921150861423029,0.513250942067451
