,end_time,start_time,rdsym_elec24,rdsym_elec26,rdsym_elec33,rdsym_elec34,rdsym_elec41,rdsym_elec25,rdsym_elec32,rdsym_elec40,rdsym_elec10,rdsym_elec11,rdsym_elec18,rdsym_elec19,rdsym_elec2,rdsym_elec3,rdsym_elec12,rdsym_elec13,rdsym_elec14,rdsym_elec15,rdsym_elec20,rdsym_elec21,rdsym_elec22,rdsym_elec27,rdsym_elec28,rdsym_elec29,rdsym_elec30,rdsym_elec35,rdsym_elec36,rdsym_elec37,rdsym_elec38,rdsym_elec4,rdsym_elec42,rdsym_elec43,rdsym_elec44,rdsym_elec45,rdsym_elec46,rdsym_elec5,rdsym_elec6,rdsym_elec7,rdsym_elec16,rdsym_elec17,rdsym_elec23,rdsym_elec31,rdsym_elec39,rdsym_elec8,rdsym_elec9,rdsym_elec0,rdsym_elec1
0,10079.0,8159.0,0.5444604076734231,0.5360709461382286,0.4753571279890855,0.5186858221058332,0.5300275327686482,0.424647293318783,0.43828743559313377,0.47914746930639845,0.48739851954356134,0.5604607713624821,0.5054734783856598,0.5044435864280461,0.5225109289463258,0.5271537557835752,0.4926669193798419,0.5151904460074335,0.4356709468782077,0.49265294467935833,0.4349324938348574,0.4757181816069516,0.5110029017439803,0.4259997897835703,0.519987165506144,0.415232977395757,0.496310234565744,0.48501834792991727,0.520290804313692,0.5182217715356136,0.4751749844055962,0.5437300137833742,0.44415413971445583,0.44865819058354545,0.49966030824962965,0.49684853099636406,0.4697155820706828,0.4159562653462747,0.5127641520700436,0.5215420657504182,0.5733013820130092,0.5104161830067124,0.5398028067848527,0.4529464821697196,0.40082465777502213,0.45444120127862536,0.5228442238965749,0.447526579709012,0.406949106787856
1,13559.0,12479.0,0.4865872712770323,0.4847297227290067,0.4964874830673241,0.538741060739798,0.5274470205486413,0.49459410770186096,0.5077737365610927,0.49990894908968914,0.5164005562090663,0.5231689000562908,0.5394315585833953,0.5110395601374568,0.5214544304043809,0.5063709803086008,0.4621013569313296,0.48963134513908213,0.5236109021401243,0.536020271835173,0.4755800167490373,0.4815726560910741,0.4792656239366608,0.5007381773197277,0.46806650020918095,0.4264720526013306,0.4828485224402878,0.5681004267199776,0.47425170050630594,0.5058336684091022,0.4993860542684922,0.5061087877055954,0.4452332421448813,0.5018736164130296,0.4857118843687465,0.46873968868736515,0.4754551064646377,0.4627765401173784,0.5030299955937833,0.49584269805060366,0.5566327311496114,0.48512707264421406,0.46761376766596596,0.47534396102296783,0.5181170194719629,0.5753295279536972,0.5830080005491463,0.500641154790718,0.51127202811702
2,17599.0,15839.0,0.5333197638440632,0.4682339346907031,0.4699381241904481,0.5019116573314377,0.49936478518301797,0.5202506409470071,0.5146631568987247,0.555216090564212,0.5221161457701535,0.49066702531864376,0.493109247981596,0.5060977343498568,0.46295730224691833,0.5324010431840077,0.5452471195424631,0.49024495919098826,0.48374919656881954,0.5348776135805925,0.5204395291459809,0.5313533590062969,0.45374723484185725,0.50293901929115,0.4849538055639764,0.48748081668823945,0.5888507384797653,0.5069428868394253,0.5177321554650818,0.5492439124506089,0.5455669399066353,0.5255115343054034,0.545325069559805,0.5901745994503331,0.6933412595667047,0.6814459801112008,0.6473133956288939,0.5025332590023733,0.5539924790588384,0.5045082507533604,0.5402660785094331,0.49974295567715293,0.4811918650523367,0.5352582336128492,0.5154716682322854,0.4692630036283289,0.42064787084813066,0.5515912246051796,0.4951766885066824
3,21439.0,19839.0,0.4980860744222326,0.5363249177185554,0.5128712274049757,0.5445162185357136,0.45756850415149125,0.5444900179638801,0.5331106651107307,0.5141621344056592,0.5015874842841213,0.5407683502724177,0.5694938701595917,0.5123699648993675,0.5437399389755695,0.5103021294616092,0.4432857376318253,0.480301356385639,0.5378909190575903,0.48340148081606227,0.517998513657342,0.5659512594197302,0.5387341678685432,0.4603427859068374,0.4618104680821297,0.5087693442109379,0.5181266532590003,0.43860414466516595,0.46959951334004046,0.5434938841310873,0.5456728810034621,0.5781970611129527,0.498753595162448,0.4670819140037553,0.4993592216540975,0.5530884982854631,0.5583769608062309,0.46889647683021435,0.43719942217501273,0.5705362949145235,0.5353993261275235,0.4976112195604704,0.5271684918301808,0.5048631202860286,0.48131784912100567,0.4855639029362764,0.44883290708379026,0.4869962188947677,0.4893894460770355
4,25519.0,23919.0,0.4988862123658696,0.47426367019325294,0.49023017423660165,0.5449870020771309,0.4556787069727811,0.5001479675072326,0.5438582715161834,0.4439173814408517,0.4881230566853829,0.529377425933897,0.44187410496943696,0.5067830802292512,0.48856852034309395,0.506597140457216,0.5343719260796735,0.4600424916909791,0.4994091493239286,0.5161848143034798,0.3988198882106042,0.4834632723756024,0.5375618883121307,0.42658329803955697,0.4657978986487868,0.4645988260601831,0.5105251912732294,0.4901316326739729,0.4706529702370791,0.49235697891987584,0.49532724710205345,0.5302066317974754,0.5275664059254578,0.46019426584592177,0.4899877533806589,0.4977892028983337,0.494212972466759,0.4844187155495406,0.49848358026881673,0.502672520796083,0.46662913373196324,0.5390366984377671,0.5120003459796539,0.5464663065992814,0.43296217963485345,0.4843609885020071,0.46990940825013294,0.46851370195454956,0.4567610729381749
5,29719.0,28359.0,0.4827297379494042,0.48379966970745847,0.4816911398269784,0.49516016005096763,0.4975982766393076,0.4317750567025245,0.5151555643404044,0.5542398319267885,0.5142242927041321,0.5552773773528055,0.5350153068486041,0.5860750669212577,0.5263984463142325,0.523735201096798,0.5639659081351145,0.49567083071458456,0.5387090700754916,0.5860145059962851,0.5228159889832832,0.5036250977869061,0.5757552634073283,0.5345524764798492,0.6153673508028209,0.521074452730151,0.5433058954634544,0.5506029701657161,0.5042149492665541,0.49938463743188005,0.5206329078183288,0.5467355264794221,0.5420390363823223,0.5932632118285549,0.5390050224683458,0.5167547165327744,0.5587081612927804,0.5754086403186797,0.522462731836346,0.5015447303011746,0.48901851314638134,0.5374072344388211,0.476633570683039,0.5218647748328165,0.5779134121577904,0.4927480159732282,0.5271781434788068,0.5122929282807127,0.5148473784541346
6,33639.0,31959.0,0.50032215255587,0.5038463083935758,0.5430525638493108,0.44674993316626266,0.5493739824582125,0.469633502351431,0.5163016182227874,0.489797450760371,0.5047939663995838,0.5037907926671207,0.5427926323101159,0.4906437995775641,0.5470495688882681,0.4641274231808932,0.4999445227274433,0.46698441972245225,0.5221157867754619,0.5194790263847212,0.45878294774643524,0.5909758492052197,0.5095446065909189,0.48120695179126294,0.5364586207908151,0.4776985730658895,0.473534884960013,0.4938979464009047,0.4846771063930361,0.49846292659716585,0.5153351303199958,0.5002992082301647,0.5171090772516505,0.4936227395489568,0.5179244986047934,0.5269537743768934,0.5227400746170617,0.5093987294101953,0.4547665683876397,0.5092402083636288,0.4960233332151368,0.5247310513010074,0.4880512178510351,0.49791940548706126,0.4606540431916173,0.4539314137500532,0.5244370406599043,0.5259000053101152,0.4809176837275291
7,37479.0,35879.0,0.5072177897599168,0.44118261507699136,0.55988417493018,0.5166232835961273,0.4419207242760703,0.5358870227466564,0.5598450545206289,0.5168350297438609,0.5323914256640868,0.5170004722281819,0.5376294468614764,0.5175661717834358,0.5796629559074251,0.5512318926546388,0.4822143055624366,0.5452839730765227,0.4909587480972178,0.6192968132783678,0.5342972001586678,0.5435929406679815,0.5132047061150227,0.4918914177056406,0.4884397401838585,0.5387734493201378,0.5253936547032644,0.4994678343694909,0.4946479019711151,0.5098756197300089,0.5488700294492879,0.5433818904792252,0.48422550301167877,0.5081883591731943,0.5214945567437886,0.5561343893478661,0.6064968220019521,0.5256357979157384,0.5358470020703762,0.5333347337205566,0.5633406639141773,0.5386394226570117,0.45125834549733324,0.4407397495666262,0.44609048573232224,0.6184415783236602,0.5405846598781632,0.5526270494260929,0.5020962838481693
8,41959.0,40159.0,0.5568460143739974,0.5113471154603105,0.5250966408577444,0.5197328900434212,0.4777709694056134,0.5445918604084478,0.5271384508921959,0.448850770519577,0.4840453546702792,0.5267769632675287,0.48493461563330204,0.4951494048013818,0.49350016080655323,0.48645129977979745,0.4585919388820615,0.5426267398049975,0.4774276222016086,0.47192537002018764,0.44281638700573156,0.43194112511543425,0.5060606685151418,0.5071977509605885,0.5194726423448539,0.4961464102058104,0.5778348352946693,0.4794655835504248,0.4995973254945915,0.5049069249695687,0.5046517252350361,0.5627959477983078,0.4151400644474462,0.47516369192986785,0.45848606124035396,0.5253091616858799,0.5338904104663954,0.4366995145385615,0.5040290868704943,0.5539767693448777,0.5313396380364995,0.5082933967779469,0.5003398411151084,0.5165646852125558,0.4688514510536264,0.5526578805405258,0.47132937040304695,0.48510303930373244,0.5103707573410617
9,45599.0,43799.0,0.46852973101248235,0.4482195298988202,0.5152538432471381,0.488865548289125,0.4974434502542494,0.4869937619984653,0.505999270779241,0.47917822582173325,0.4997171021259131,0.5272485142597597,0.5054651054891941,0.4652952686801614,0.5595733627734578,0.4970264833963531,0.5184198072133472,0.4986115418218625,0.5288926981462088,0.5265658916553276,0.5504637993168243,0.5228936961757971,0.49509568205786203,0.4984903549183324,0.4860970146576806,0.5033425457859863,0.523141628488704,0.5725316536957239,0.5000434673906967,0.529686456093681,0.49687223732755875,0.47851877407479915,0.49052394130413085,0.48725087836066433,0.4984727537721949,0.4980602036538012,0.5028050065948284,0.49868428702582684,0.4922366984851958,0.47481764259499804,0.5137058287794182,0.5053127516448028,0.46935722234257043,0.48798046269870266,0.464979904906629,0.44577627607111986,0.50456377409919,0.5285106069934776,0.5142012924197632
