,elec,region,subject
0,18,0,wm
1,24,0,wm
2,32,0,wm
3,26,1,wm
4,27,1,wm
5,33,1,wm
6,17,2,wm
7,25,2,wm
8,1,5,wm
9,10,5,wm
10,2,5,wm
11,9,5,wm
12,11,6,wm
13,12,6,wm
14,13,6,wm
15,14,6,wm
16,15,6,wm
17,19,6,wm
18,20,6,wm
19,21,6,wm
20,22,6,wm
21,23,6,wm
22,28,6,wm
23,29,6,wm
24,3,6,wm
25,30,6,wm
26,31,6,wm
27,34,6,wm
28,35,6,wm
29,36,6,wm
30,37,6,wm
31,4,6,wm
32,5,6,wm
33,6,6,wm
34,7,6,wm
35,0,7,wm
36,16,7,wm
37,8,7,wm
