,end_time,start_time,rdsym_elec10,rdsym_elec2,rdsym_elec26,rdsym_elec29,rdsym_elec3,rdsym_elec35,rdsym_elec4,rdsym_elec44,rdsym_elec5,rdsym_elec52,rdsym_elec57,rdsym_elec60,rdsym_elec61,rdsym_elec62,rdsym_elec0,rdsym_elec12,rdsym_elec19,rdsym_elec20,rdsym_elec28,rdsym_elec1,rdsym_elec11,rdsym_elec18,rdsym_elec27,rdsym_elec36,rdsym_elec37,rdsym_elec38,rdsym_elec45,rdsym_elec46,rdsym_elec53,rdsym_elec54,rdsym_elec13,rdsym_elec14,rdsym_elec15,rdsym_elec21,rdsym_elec22,rdsym_elec30,rdsym_elec6,rdsym_elec7,rdsym_elec16,rdsym_elec17,rdsym_elec23,rdsym_elec24,rdsym_elec25,rdsym_elec31,rdsym_elec32,rdsym_elec33,rdsym_elec34,rdsym_elec39,rdsym_elec40,rdsym_elec41,rdsym_elec42,rdsym_elec43,rdsym_elec47,rdsym_elec48,rdsym_elec49,rdsym_elec50,rdsym_elec51,rdsym_elec58,rdsym_elec59,rdsym_elec8,rdsym_elec9,rdsym_elec55,rdsym_elec56
0,11959.0,8959.0,-3.6551724137931036,3.2203389830508473,3.5272727272727273,3.7777777777777777,1.4576271186440677,-3.6153846153846154,1.0,0.36363636363636365,2.980392156862745,-1.0545454545454545,-3.63265306122449,1.6071428571428572,-0.2549019607843137,-3.6481481481481484,-2.204081632653061,-2.491228070175439,3.103448275862069,-1.5254237288135593,-1.6666666666666667,2.259259259259259,2.7719298245614037,-2.0166666666666666,-0.13114754098360656,-0.5185185185185185,0.9285714285714286,1.0545454545454545,1.2142857142857142,-4.076923076923077,-1.9298245614035088,-5.3090909090909095,-5.403846153846154,0.25,2.25,-2.2142857142857144,1.0508474576271187,-1.1428571428571428,0.0784313725490196,1.490909090909091,1.6415094339622642,-1.9245283018867925,3.3333333333333335,-0.38461538461538464,2.8846153846153846,-1.44,2.210526315789474,-0.3157894736842105,-2.88,-1.3454545454545455,-0.2830188679245283,2.8363636363636364,-2.452830188679245,-0.5384615384615384,-4.381818181818182,-2.9074074074074074,-0.7358490566037735,-3.3620689655172415,-1.6415094339622642,0.2727272727272727,0.25925925925925924,1.891304347826087,0.37037037037037035,-4.0701754385964914,3.5636363636363635
1,13519.0,12199.0,0.3103448275862069,0.56,-1.6923076923076923,-4.909090909090909,-1.72,-3.652173913043478,4.269230769230769,-0.08333333333333333,-0.5833333333333334,6.6521739130434785,-3.3333333333333335,4.208333333333333,0.9545454545454546,-3.923076923076923,3.0833333333333335,0.08333333333333333,-0.8,4.615384615384615,1.826086956521739,0.9615384615384616,-0.21739130434782608,1.72,-2.125,1.6956521739130435,-2.16,-3.6153846153846154,1.6923076923076923,1.3043478260869565,6.125,-8.92,2.409090909090909,1.0,-0.5,-1.7142857142857142,0.48,-1.6153846153846154,-2.36,-1.52,1.3333333333333333,-4.666666666666667,5.304347826086956,-1.96,4.782608695652174,6.208333333333333,3.25,-0.9523809523809523,4.4,1.4814814814814814,0.5217391304347826,1.9230769230769231,-4.0,-8.173913043478262,-3.36,-3.25,0.18181818181818182,-4.0,-2.8260869565217392,-8.130434782608695,-6.333333333333333,6.64,1.75,5.12,-0.6666666666666666
2,20879.0,15279.0,-0.17142857142857143,0.25688073394495414,-1.7407407407407407,1.5412844036697249,0.21052631578947367,-0.9504950495049505,-0.3826086956521739,2.792079207920792,-0.38095238095238093,-2.843137254901961,-1.1067961165048543,-2.69811320754717,2.510204081632653,-0.954954954954955,-2.2580645161290325,-1.7830188679245282,1.3333333333333333,0.17272727272727273,0.23853211009174313,-0.07692307692307693,-0.4854368932038835,0.018867924528301886,-1.3047619047619048,1.7884615384615385,1.4807692307692308,-0.49504950495049505,0.1896551724137931,0.5660377358490566,-0.4854368932038835,-0.35185185185185186,-0.8947368421052632,-4.202020202020202,0.0761904761904762,-0.1743119266055046,1.0980392156862746,3.48,1.614678899082569,-0.11320754716981132,-0.3333333333333333,-0.5094339622641509,-1.3478260869565217,-0.1523809523809524,-2.2095238095238097,-1.2061855670103092,-1.2,1.3617021276595744,1.7647058823529411,0.5904761904761905,0.8172043010752689,1.0978260869565217,0.6407766990291263,0.62,-1.1759259259259258,-0.29,1.7425742574257426,0.14285714285714285,-1.4215686274509804,0.1919191919191919,-0.6105263157894737,-0.8571428571428571,-2.019607843137255,-1.6116504854368932,-1.263157894736842
3,27399.0,28479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,27399.0,28479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,32239.0,27999.0,-0.6842105263157895,1.125,-2.6904761904761907,-0.5063291139240507,-0.3055555555555556,2.76056338028169,-4.1234567901234565,1.3246753246753247,2.3076923076923075,-3.2533333333333334,3.232876712328767,-2.0,-0.9487179487179487,-0.6904761904761905,2.141025641025641,1.1139240506329113,3.3209876543209877,4.271604938271605,4.853658536585366,-2.486111111111111,-0.759493670886076,-1.8780487804878048,-0.07058823529411765,3.3421052631578947,3.5555555555555554,0.15789473684210525,0.8051948051948052,0.18666666666666668,2.6216216216216215,-0.24691358024691357,-1.2179487179487178,0.05063291139240506,-2.7532467532467533,4.125,0.8947368421052632,-1.1818181818181819,0.775,-0.6233766233766234,-1.4736842105263157,-1.6585365853658536,1.5,-1.1081081081081081,-0.26506024096385544,-0.7631578947368421,4.648648648648648,-1.1369863013698631,0.8157894736842105,-2.4050632911392404,-2.388888888888889,-1.380281690140845,0.12195121951219512,-3.0,-0.6265060240963856,0.2894736842105263,0.21052631578947367,-1.0129870129870129,-0.358974358974359,-2.0,-0.7654320987654321,-1.0,-5.128205128205129,0.5866666666666667,-2.816901408450704
6,38719.0,43839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,38719.0,43839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,43319.0,40159.0,0.6349206349206349,7.661016949152542,0.6206896551724138,2.1724137931034484,2.0615384615384613,3.2,-2.305084745762712,3.509433962264151,-2.610169491525424,-2.339622641509434,-1.0517241379310345,6.032786885245901,-3.754385964912281,-0.5789473684210527,-3.125,1.6,1.4516129032258065,-0.90625,-1.3898305084745763,-0.2413793103448276,1.967741935483871,0.46875,2.870967741935484,1.0909090909090908,-4.0476190476190474,0.5806451612903226,-0.6779661016949152,4.036363636363636,2.5964912280701755,0.17543859649122806,4.724137931034483,-1.5172413793103448,-0.6451612903225806,-0.9649122807017544,0.3508771929824561,-1.3015873015873016,-0.10909090909090909,0.7272727272727273,-4.5,-4.280701754385965,2.6363636363636362,-1.3461538461538463,2.689655172413793,1.2857142857142858,-3.5636363636363635,1.3666666666666667,2.109090909090909,1.9661016949152543,-0.7547169811320755,1.9622641509433962,-2.736842105263158,-1.309090909090909,6.428571428571429,0.7678571428571429,-2.982456140350877,2.5172413793103448,0.7037037037037037,-1.6206896551724137,1.0,-7.26530612244898,2.0,-3.7241379310344827,-4.076923076923077
9,46519.0,43839.0,0.9454545454545454,-2.588235294117647,-1.2916666666666667,-0.27450980392156865,1.0943396226415094,0.3137254901960784,6.040816326530612,-0.2553191489361702,1.4166666666666667,-3.3333333333333335,-2.772727272727273,-2.7916666666666665,0.36,-4.403846153846154,-2.046511627906977,0.8235294117647058,5.326530612244898,-0.34545454545454546,0.9591836734693877,4.673913043478261,0.5849056603773585,-7.176470588235294,0.9795918367346939,0.8888888888888888,-0.7735849056603774,1.872340425531915,1.702127659574468,0.7916666666666666,4.521739130434782,-2.782608695652174,0.7083333333333334,0.875,-2.088888888888889,3.0,1.2156862745098038,0.6666666666666666,0.12,-1.511111111111111,-4.895833333333333,-1.9215686274509804,-0.8260869565217391,-4.666666666666667,-1.5,-1.4186046511627908,2.125,-1.3333333333333333,2.6382978723404253,1.7872340425531914,2.3137254901960786,-2.872340425531915,-1.28,-1.4,-4.918367346938775,-4.181818181818182,-2.764705882352941,-3.625,-0.13333333333333333,-1.5813953488372092,3.63265306122449,4.95,-1.52,1.951219512195122,1.872340425531915
10,50079.0,47799.0,2.4782608695652173,-1.1904761904761905,2.6363636363636362,-5.714285714285714,1.0,1.4054054054054055,-3.2888888888888888,5.818181818181818,1.5,1.1219512195121952,0.46511627906976744,-1.9047619047619047,0.4,1.1282051282051282,10.117647058823529,-1.0909090909090908,1.0,4.2439024390243905,-0.09302325581395349,-7.951219512195122,2.8444444444444446,-1.0,-1.1627906976744187,-4.6976744186046515,0.27906976744186046,2.9302325581395348,1.8181818181818181,-4.4,-2.95,-4.046511627906977,1.2380952380952381,-1.380952380952381,-1.9534883720930232,1.7142857142857142,2.046511627906977,3.0,-3.1627906976744184,1.7674418604651163,3.128205128205128,-2.6511627906976742,1.5384615384615385,3.951219512195122,4.048780487804878,2.3076923076923075,-4.0,-0.6097560975609756,1.4634146341463414,4.926829268292683,2.55,-1.35,-0.3,-1.1818181818181819,1.9487179487179487,1.0256410256410255,0.23809523809523808,1.3658536585365855,1.6097560975609757,-3.948717948717949,1.255813953488372,0.5142857142857142,6.6976744186046515,-0.2777777777777778,-1.0476190476190477
11,54039.0,51759.0,-0.047619047619047616,-0.0975609756097561,4.148936170212766,2.511627906976744,1.5714285714285714,-0.19047619047619047,-0.9361702127659575,-6.15,0.0,-3.9,-4.3076923076923075,4.918918918918919,4.0,3.0476190476190474,-0.7222222222222222,-2.5,0.5531914893617021,-0.5306122448979592,-1.1363636363636365,-0.3783783783783784,-0.391304347826087,3.688888888888889,1.6,0.45454545454545453,-2.533333333333333,0.2608695652173913,0.0,-5.930232558139535,0.55,-7.395348837209302,1.930232558139535,2.7906976744186047,-3.2093023255813953,-0.5,-1.1363636363636365,1.2564102564102564,-0.5,1.0952380952380953,2.1315789473684212,-0.7857142857142857,3.2195121951219514,-3.0476190476190474,2.0,4.55,4.634146341463414,3.15,4.0,-2.2,-3.2972972972972974,1.641025641025641,5.105263157894737,1.3658536585365855,-6.536585365853658,-1.45,2.975609756097561,-0.27906976744186046,0.32558139534883723,-3.1,0.7674418604651163,2.4324324324324325,-3.2195121951219514,-0.3888888888888889,-1.6756756756756757
12,57879.0,55999.0,1.6111111111111112,-3.58974358974359,-1.3714285714285714,0.0,1.105263157894737,-0.625,-4.4324324324324325,-4.3428571428571425,2.2857142857142856,-6.228571428571429,0.8387096774193549,0.40540540540540543,4.0588235294117645,-4.090909090909091,5.0625,-2.0,-0.717948717948718,-1.1891891891891893,-1.9473684210526316,-3.625,1.368421052631579,-5.627906976744186,1.8918918918918919,2.9473684210526314,0.5714285714285714,-1.0526315789473684,0.16216216216216217,-4.694444444444445,-1.4666666666666666,2.8484848484848486,-2.975609756097561,-0.5405405405405406,1.6,2.292682926829268,2.4594594594594597,3.6666666666666665,-0.23529411764705882,-3.8333333333333335,3.212121212121212,-2.0,3.3333333333333335,1.125,1.6875,-3.361111111111111,0.3333333333333333,-3.257142857142857,1.8235294117647058,-6.111111111111111,-4.689655172413793,-2.4,4.838709677419355,1.3888888888888888,4.303030303030303,6.774193548387097,-2.1818181818181817,1.375,0.8571428571428571,0.15151515151515152,-3.8823529411764706,2.4375,-0.05714285714285714,-0.26666666666666666,4.176470588235294
13,61999.0,63799.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,66319.0,64639.0,-0.36363636363636365,5.0,3.75,-5.6,3.3548387096774195,0.20689655172413793,-3.7241379310344827,-0.8,-0.5517241379310345,-2.129032258064516,-2.235294117647059,3.3793103448275863,3.0344827586206895,-4.285714285714286,1.2,4.533333333333333,0.30303030303030304,-2.411764705882353,-5.75,-5.931034482758621,-0.06060606060606061,-5.2,-1.2857142857142858,1.7333333333333334,-2.857142857142857,-1.8064516129032258,-4.275862068965517,-1.7142857142857142,-3.125,-2.6206896551724137,0.9375,2.0689655172413794,-6.705882352941177,-0.4666666666666667,-0.84375,-0.4666666666666667,4.8125,-0.7741935483870968,-2.0689655172413794,3.0344827586206895,-1.8620689655172413,5.230769230769231,-2.5714285714285716,4.484848484848484,1.032258064516129,1.1724137931034482,-7.0344827586206895,0.3225806451612903,-5.866666666666666,-0.6666666666666666,-5.103448275862069,2.689655172413793,-5.172413793103448,-0.5806451612903226,-3.375,-6.814814814814815,1.2857142857142858,-2.774193548387097,-2.625,-3.8333333333333335,-1.4545454545454546,4.0625,2.206896551724138
15,69799.0,67879.0,5.135135135135135,-0.35294117647058826,4.405405405405405,1.6,-4.444444444444445,-4.375,3.8857142857142857,0.32432432432432434,2.742857142857143,-1.7714285714285714,-0.5,0.5,0.7428571428571429,7.606060606060606,-2.5806451612903225,-7.117647058823529,6.648648648648648,-5.25,-0.6,1.0909090909090908,0.5555555555555556,0.5294117647058824,3.1666666666666665,-1.1176470588235294,0.8108108108108109,-1.6470588235294117,-0.22857142857142856,-0.05555555555555555,6.121212121212121,1.3888888888888888,-0.11764705882352941,-4.0,0.9375,-2.8823529411764706,-3.4444444444444446,-0.5882352941176471,-2.7027027027027026,1.75,6.0588235294117645,0.8888888888888888,0.25806451612903225,0.2857142857142857,-3.0625,0.6451612903225806,-0.625,-0.4,3.4545454545454546,-0.48484848484848486,-1.0909090909090908,1.875,2.257142857142857,4.444444444444445,-0.058823529411764705,3.2972972972972974,-2.6666666666666665,0.4444444444444444,-1.8125,-3.4838709677419355,1.763157894736842,3.0344827586206895,-2.27027027027027,2.4242424242424243,0.7428571428571429
16,73359.0,72639.0,-8.166666666666666,-3.1666666666666665,-3.8181818181818183,3.6666666666666665,3.8461538461538463,-0.5714285714285714,-2.2,6.333333333333333,-4.0,-2.3636363636363638,-0.36363636363636365,-3.6666666666666665,2.769230769230769,-8.666666666666666,-0.3333333333333333,-5.066666666666666,-0.8571428571428571,5.6,0.2857142857142857,-3.857142857142857,-5.6923076923076925,0.6666666666666666,3.466666666666667,-8.545454545454545,-0.5,3.2857142857142856,9.0,-1.2307692307692308,-5.375,-6.153846153846154,-5.6923076923076925,1.3333333333333333,3.466666666666667,-1.1666666666666667,-4.625,-4.923076923076923,-6.153846153846154,-6.166666666666667,-8.285714285714286,1.2941176470588236,-2.3333333333333335,2.727272727272727,1.0666666666666667,1.6923076923076923,-1.5714285714285714,5.076923076923077,-0.6153846153846154,-0.5,4.3076923076923075,5.0,-5.538461538461538,-2.8,5.0,-9.0,6.571428571428571,-1.0,9.4,6.5,-2.769230769230769,6.083333333333333,8.0,13.454545454545455,0.3333333333333333
