,end_time,start_time,rdsym_elec11,rdsym_elec12,rdsym_elec15,rdsym_elec18,rdsym_elec19,rdsym_elec22,rdsym_elec23,rdsym_elec24,rdsym_elec25,rdsym_elec26,rdsym_elec27,rdsym_elec33,rdsym_elec4,rdsym_elec40,rdsym_elec41,rdsym_elec13,rdsym_elec14,rdsym_elec20,rdsym_elec21,rdsym_elec28,rdsym_elec5,rdsym_elec6,rdsym_elec34,rdsym_elec7,rdsym_elec0,rdsym_elec1,rdsym_elec10,rdsym_elec16,rdsym_elec17,rdsym_elec2,rdsym_elec3,rdsym_elec8,rdsym_elec9,rdsym_elec29,rdsym_elec30,rdsym_elec31,rdsym_elec35,rdsym_elec36,rdsym_elec43,rdsym_elec44,rdsym_elec32,rdsym_elec37,rdsym_elec38,rdsym_elec39,rdsym_elec42,rdsym_elec45,rdsym_elec46,rdsym_elec47,rdsym_elec48,rdsym_elec49,rdsym_elec50,rdsym_elec51,rdsym_elec52,rdsym_elec53,rdsym_elec54,rdsym_elec55,rdsym_elec56,rdsym_elec57
0,11479.0,10799.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,14919.0,11959.0,-10.846153846153847,4.315789473684211,0.3333333333333333,1.4375,7.166666666666667,1.7058823529411764,-0.6,-1.9375,-1.8823529411764706,7.733333333333333,3.0,2.9444444444444446,-1.2105263157894737,-8.125,-8.666666666666666,-0.14285714285714285,6.944444444444445,-0.9411764705882353,-4.2,0.7692307692307693,1.3333333333333333,5.5625,-7.5625,-11.411764705882353,-1.8823529411764706,-2.6875,-0.29411764705882354,10.833333333333334,7.5,-9.666666666666666,3.25,4.176470588235294,3.3125,-5.384615384615385,4.533333333333333,10.733333333333333,-7.0,-6.75,1.4210526315789473,3.611111111111111,-0.4375,10.470588235294118,0.5625,0.7857142857142857,-8.466666666666667,6.0,12.529411764705882,-1.5333333333333334,-7.923076923076923,-11.076923076923077,-2.4,4.533333333333333,-2.066666666666667,2.4,11.0,-3.066666666666667,-4.666666666666667,0.6875
2,19599.0,17199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,23639.0,20159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,26359.0,23959.0,7.0,4.5,-4.625,1.0,-1.625,-8.666666666666666,-5.6875,2.642857142857143,-5.294117647058823,2.3125,4.176470588235294,5.461538461538462,9.352941176470589,0.8571428571428571,8.642857142857142,2.111111111111111,-2.8333333333333335,8.555555555555555,-3.8421052631578947,3.5555555555555554,-2.7058823529411766,-1.2941176470588236,9.6875,-2.4375,1.9333333333333333,0.8571428571428571,4.1875,3.3125,1.8,-3.5,2.4285714285714284,3.0714285714285716,-1.875,-5.142857142857143,-1.0,-9.285714285714286,2.0,7.588235294117647,-8.384615384615385,-0.3076923076923077,6.133333333333334,2.0,-1.4,3.588235294117647,-6.928571428571429,4.411764705882353,-1.9411764705882353,1.4666666666666666,-3.066666666666667,0.8823529411764706,-6.125,3.2,3.9411764705882355,-6.1875,-10.0,-2.1176470588235294,-2.1875,-11.294117647058824
5,51119.0,49719.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,52719.0,49599.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,39959.0,36279.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,47879.0,40039.0,5.095238095238095,3.4705882352941178,-7.9375,3.375,-9.210526315789474,-2.8666666666666667,4.4375,4.470588235294118,5.285714285714286,0.23529411764705882,-0.5238095238095238,3.0,2.5,-3.1666666666666665,-3.5625,0.8,-7.625,1.7894736842105263,-4.375,3.764705882352941,-2.176470588235294,0.7333333333333333,1.35,-2.7058823529411766,1.8666666666666667,6.0625,1.5,4.555555555555555,10.76923076923077,4.9375,1.0,-4.933333333333334,2.8666666666666667,1.9444444444444444,-1.0666666666666667,-2.6666666666666665,-2.1176470588235294,-8.857142857142858,0.21052631578947367,-3.625,-1.5555555555555556,0.875,3.7222222222222223,-1.8,7.882352941176471,-0.35294117647058826,0.47368421052631576,1.7058823529411764,1.6111111111111112,2.5,5.733333333333333,4.705882352941177,-0.8235294117647058,-2.0,-10.588235294117647,-4.5625,-0.2777777777777778,1.9375
9,52719.0,49599.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,51999.0,49559.0,-4.529411764705882,3.1333333333333333,-4.285714285714286,-5.2,-1.6111111111111112,2.2857142857142856,-2.8125,4.571428571428571,1.0666666666666667,3.789473684210526,-0.7222222222222222,2.8666666666666667,-0.8947368421052632,-8.125,3.25,0.9411764705882353,-0.2,2.0,-1.1875,5.461538461538462,-3.235294117647059,-3.375,-1.263157894736842,3.8,1.2,5.266666666666667,3.7333333333333334,-11.294117647058824,-5.642857142857143,-5.615384615384615,-0.4375,-7.142857142857143,-0.9230769230769231,5.266666666666667,1.1333333333333333,-12.8125,-5.538461538461538,-8.529411764705882,3.3076923076923075,-1.0,-2.4705882352941178,-1.4375,-5.411764705882353,-10.071428571428571,14.0,-7.8125,-2.6875,-9.461538461538462,3.0,-1.4375,-7.411764705882353,3.176470588235294,5.444444444444445,5.266666666666667,-13.5,-4.857142857142857,-6.0,-6.888888888888889
11,62639.0,62559.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,62639.0,62559.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,67199.0,60359.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,67879.0,65559.0,-3.1333333333333333,-1.1764705882352942,-6.8,5.0,5.117647058823529,-8.428571428571429,3.75,8.384615384615385,-0.8125,-4.0,-8.5,1.125,-3.3125,4.875,5.1875,1.9444444444444444,-6.066666666666666,-4.6875,-9.61111111111111,-3.1176470588235294,-1.8125,3.3125,1.588235294117647,-6.0,-2.3333333333333335,-4.176470588235294,-3.4285714285714284,1.0,-4.2,1.0,3.125,-7.235294117647059,-9.571428571428571,-2.235294117647059,-13.4,-8.833333333333334,-0.42857142857142855,-8.5,-2.375,-1.0,-0.14285714285714285,-10.4375,0.5333333333333333,-5.875,9.176470588235293,2.5625,10.666666666666666,13.4375,3.4375,11.0,-4.222222222222222,4.75,1.3333333333333333,0.125,-0.9333333333333333,0.75,-2.6666666666666665,-5.117647058823529
15,83159.0,71919.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,85799.0,71959.0,-5.666666666666667,0.125,8.933333333333334,-7.823529411764706,-9.8125,-5.0,-3.3076923076923075,-3.1875,3.6,0.6470588235294118,-1.1333333333333333,2.9473684210526314,-4.470588235294118,-3.923076923076923,7.923076923076923,-3.6842105263157894,-2.1176470588235294,1.3888888888888888,3.6,-0.875,-4.0588235294117645,0.2222222222222222,-3.2941176470588234,-1.8666666666666667,9.375,6.823529411764706,0.9444444444444444,4.0,0.3333333333333333,1.1333333333333333,4.882352941176471,-3.611111111111111,-5.133333333333334,6.882352941176471,7.5,5.615384615384615,5.533333333333333,0.7142857142857143,10.6,8.533333333333333,8.0,6.0625,2.9375,5.266666666666667,11.0,2.230769230769231,-1.2941176470588236,-7.5625,4.866666666666666,8.25,-8.0625,1.9411764705882353,-9.058823529411764,3.6470588235294117,9.0,1.6428571428571428,6.923076923076923,-1.0714285714285714
17,92759.0,88279.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,83159.0,84359.0,2.5714285714285716,0.8,-4.666666666666667,5.625,3.1875,-7.6,-9.333333333333334,9.0625,0.9375,-0.0625,-2.611111111111111,-2.875,1.25,-2.4,-0.3333333333333333,-4.125,-7.052631578947368,-1.25,3.625,3.2666666666666666,2.3529411764705883,-1.8125,-3.0,15.076923076923077,10.4375,5.0,-0.4444444444444444,7.285714285714286,1.0,4.923076923076923,-5.294117647058823,7.153846153846154,-7.142857142857143,4.3125,9.384615384615385,1.4375,3.3333333333333335,2.1333333333333333,-8.8,-1.1875,2.375,-2.611111111111111,2.4705882352941178,-1.5625,8.785714285714286,-3.0,-0.5294117647058824,6.388888888888889,3.2666666666666666,10.235294117647058,14.466666666666667,8.588235294117647,10.933333333333334,7.333333333333333,7.466666666666667,9.0625,6.444444444444445,-1.875
19,92639.0,85599.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
