,end_time,start_time,rdsym_elec12,rdsym_elec13,rdsym_elec26,rdsym_elec28,rdsym_elec29,rdsym_elec30,rdsym_elec32,rdsym_elec33,rdsym_elec2,rdsym_elec3,rdsym_elec9,rdsym_elec10,rdsym_elec11,rdsym_elec18,rdsym_elec4,rdsym_elec5,rdsym_elec16,rdsym_elec17,rdsym_elec24,rdsym_elec25,rdsym_elec0,rdsym_elec1,rdsym_elec8,rdsym_elec14,rdsym_elec15,rdsym_elec19,rdsym_elec20,rdsym_elec21,rdsym_elec22,rdsym_elec23,rdsym_elec27,rdsym_elec31,rdsym_elec6,rdsym_elec7,rdsym_elec34,rdsym_elec35,rdsym_elec36,rdsym_elec37,rdsym_elec38,rdsym_elec40,rdsym_elec41,rdsym_elec42,rdsym_elec43,rdsym_elec44,rdsym_elec45,rdsym_elec46,rdsym_elec48,rdsym_elec49,rdsym_elec50,rdsym_elec51,rdsym_elec52,rdsym_elec53,rdsym_elec54,rdsym_elec56,rdsym_elec57,rdsym_elec58,rdsym_elec59,rdsym_elec60,rdsym_elec61,rdsym_elec62,rdsym_elec39,rdsym_elec47,rdsym_elec55,rdsym_elec63
0,9959.0,8319.0,-5.888888888888889,-1.7894736842105263,4.111111111111111,-2.6666666666666665,-2.375,1.4666666666666666,2.8,-3.25,-0.2222222222222222,2.5,-2.1052631578947367,1.4444444444444444,-4.421052631578948,4.0476190476190474,0.65,1.5789473684210527,0.3333333333333333,2.75,-0.631578947368421,6.222222222222222,0.42105263157894735,2.4210526315789473,-1.3529411764705883,0.26666666666666666,1.875,5.777777777777778,1.1764705882352942,9.4375,-0.8,2.6666666666666665,-2.111111111111111,1.7333333333333334,4.833333333333333,-1.1111111111111112,-0.23529411764705882,0.5,4.75,10.266666666666667,-1.0666666666666667,-4.35,-1.5,4.285714285714286,8.666666666666666,2.5,3.1333333333333333,0.6666666666666666,0.42857142857142855,2.533333333333333,11.75,-2.2666666666666666,7.75,3.7058823529411766,1.375,-8.166666666666666,6.0,2.125,-0.2857142857142857,-2.7777777777777777,-5.444444444444445,11.882352941176471,1.6153846153846154,-0.9333333333333333,1.2941176470588236,-1.0555555555555556
1,14479.0,11999.0,6.9411764705882355,-2.7777777777777777,-4.842105263157895,-1.0666666666666667,3.5294117647058822,7.066666666666666,-1.9,-0.631578947368421,6.647058823529412,0.1,-1.125,-0.4,-3.9473684210526314,-4.411764705882353,-0.4,-3.1578947368421053,4.555555555555555,0.8333333333333334,1.263157894736842,-6.222222222222222,-9.1,-1.2222222222222223,4.65,-0.058823529411764705,-4.647058823529412,-3.5,-2.142857142857143,8.071428571428571,1.25,1.1428571428571428,-4.777777777777778,-3.25,1.2666666666666666,0.4,0.9,-5.157894736842105,0.75,6.428571428571429,5.0588235294117645,3.3333333333333335,2.1578947368421053,-2.642857142857143,-0.05263157894736842,0.2857142857142857,2.5,-0.14285714285714285,-1.8,-0.21428571428571427,-4.411764705882353,-1.0666666666666667,-0.625,-1.8,-3.6470588235294117,-0.2857142857142857,5.285714285714286,4.9411764705882355,3.4,2.6875,-1.7647058823529411,3.2,-2.0,1.85,-5.944444444444445,2.3333333333333335
2,18519.0,16679.0,-6.666666666666667,7.0,0.5882352941176471,0.11764705882352941,-0.11764705882352941,4.411764705882353,4.95,-0.16666666666666666,2.8421052631578947,-3.1052631578947367,-2.6,4.5,1.8888888888888888,-0.4444444444444444,-1.4090909090909092,4.947368421052632,9.222222222222221,6.444444444444445,-1.3333333333333333,2.7222222222222223,5.8,-0.10526315789473684,2.736842105263158,-5.142857142857143,0.6666666666666666,6.944444444444445,3.9375,4.4,2.1176470588235294,8.176470588235293,1.9473684210526316,-1.875,5.470588235294118,6.0,8.5,-3.2777777777777777,0.4444444444444444,-3.75,12.625,-1.6666666666666667,-1.5714285714285714,3.6470588235294117,-1.411764705882353,-6.055555555555555,-3.8823529411764706,4.0625,-0.5263157894736842,-1.9411764705882353,-2.9285714285714284,0.8888888888888888,0.0,0.7058823529411765,11.529411764705882,1.2941176470588236,2.4,4.588235294117647,20.5,9.333333333333334,6.4375,-2.0,4.75,-0.5454545454545454,9.764705882352942,1.4666666666666666
3,22439.0,20079.0,-4.375,-0.7058823529411765,5.7894736842105265,-7.2,-1.5,-1.875,4.666666666666667,0.18181818181818182,3.8421052631578947,-3.619047619047619,0.631578947368421,0.3,2.888888888888889,-2.3529411764705883,1.2,-2.388888888888889,1.368421052631579,1.5555555555555556,-0.7777777777777778,-6.277777777777778,1.1176470588235294,3.611111111111111,0.0,-4.0,1.1875,-1.588235294117647,4.888888888888889,3.6,1.4375,-0.47058823529411764,-0.8888888888888888,3.6666666666666665,6.133333333333334,-0.375,2.6470588235294117,5.875,5.222222222222222,9.5,-2.2941176470588234,2.8125,3.75,-4.611111111111111,8.733333333333333,7.5,0.625,6.2,12.933333333333334,-0.625,3.1875,-2.4444444444444446,0.5,-1.25,-1.2,-5.733333333333333,-2.7058823529411766,1.8823529411764706,-1.7647058823529411,2.235294117647059,0.9411764705882353,9.466666666666667,-1.4666666666666666,-3.0,0.23529411764705882,0.4
4,25519.0,24119.0,-1.5625,-0.5555555555555556,-0.21052631578947367,-1.15,1.894736842105263,2.111111111111111,6.473684210526316,7.176470588235294,3.789473684210526,1.0454545454545454,3.3333333333333335,2.8823529411764706,-8.764705882352942,-2.888888888888889,8.85,-3.6,0.21052631578947367,6.3,2.3529411764705883,-0.7619047619047619,4.421052631578948,-10.823529411764707,-0.8095238095238095,7.75,4.6875,4.722222222222222,4.882352941176471,5.315789473684211,-2.764705882352941,0.05263157894736842,-0.5294117647058824,5.166666666666667,3.7777777777777777,0.5882352941176471,-1.0,2.55,1.25,4.857142857142857,0.2,8.5625,3.05,-2.3529411764705883,2.5,-0.1875,5.9375,-1.7894736842105263,-5.625,4.529411764705882,-5.894736842105263,4.722222222222222,-0.6875,5.705882352941177,-1.6842105263157894,0.2631578947368421,-2.5555555555555554,0.16666666666666666,-3.2777777777777777,0.9444444444444444,8.5625,-3.5,0.0,-4.4375,7.571428571428571,5.533333333333333
5,31119.0,27759.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,34159.0,31959.0,3.066666666666667,-3.875,0.9444444444444444,6.176470588235294,-4.9411764705882355,0.07142857142857142,-7.611111111111111,-4.705882352941177,-6.2105263157894735,-7.7368421052631575,-4.470588235294118,-0.3333333333333333,1.3529411764705883,1.3333333333333333,-5.176470588235294,-9.6,-12.052631578947368,-10.705882352941176,-12.117647058823529,-4.75,-5.222222222222222,-5.684210526315789,-8.105263157894736,6.235294117647059,-6.777777777777778,2.933333333333333,6.117647058823529,-0.9333333333333333,-1.625,-9.8125,0.11764705882352941,-5.625,-7.466666666666667,-5.0,0.6666666666666666,1.2941176470588236,0.06666666666666667,7.0588235294117645,-2.0,-2.9444444444444446,-3.3333333333333335,-10.6,-4.625,-0.7333333333333333,-1.3846153846153846,-5.333333333333333,-9.142857142857142,1.5384615384615385,2.526315789473684,1.6875,2.0714285714285716,-5.875,-6.571428571428571,-2.8125,0.2857142857142857,-3.411764705882353,-4.75,1.4666666666666666,-10.923076923076923,-8.666666666666666,-10.0625,2.588235294117647,-1.5714285714285714,-1.8
7,38879.0,36159.0,3.1,8.6875,6.5,3.8125,9.076923076923077,3.7142857142857144,1.4666666666666666,-1.75,-2.8095238095238093,2.3157894736842106,2.0,-1.3157894736842106,0.9473684210526315,6.933333333333334,2.9,-3.0,0.42105263157894735,0.9375,1.5,0.9375,-0.17647058823529413,-2.25,0.26666666666666666,6.666666666666667,2.7777777777777777,2.3125,-0.29411764705882354,0.47058823529411764,-1.375,4.2,-0.13333333333333333,-3.533333333333333,-0.631578947368421,1.8823529411764706,1.1875,8.529411764705882,-1.5714285714285714,1.4285714285714286,4.866666666666666,7.066666666666666,-9.125,-1.8888888888888888,7.0,-4.75,-2.066666666666667,8.142857142857142,-1.1428571428571428,-2.0,4.8125,-0.0625,4.466666666666667,0.2,-3.176470588235294,0.13333333333333333,5.2,6.222222222222222,2.6666666666666665,4.933333333333334,0.26666666666666666,-3.0,-2.7142857142857144,9.714285714285714,0.0,4.529411764705882
8,42839.0,41039.0,1.3333333333333333,7.0,3.789473684210526,1.3333333333333333,1.0,5.25,8.26086956521739,-0.8,-1.2727272727272727,-5.5,-5.368421052631579,7.5,3.3684210526315788,-5.555555555555555,5.7894736842105265,2.736842105263158,0.22727272727272727,-0.19047619047619047,1.8181818181818181,2.45,1.4761904761904763,-1.565217391304348,1.0952380952380953,0.13333333333333333,3.0625,8.666666666666666,-3.15,6.105263157894737,0.0,6.470588235294118,3.5555555555555554,-0.5882352941176471,5.055555555555555,-2.6315789473684212,0.5882352941176471,-1.1764705882352942,-1.375,-1.9411764705882353,-1.5294117647058822,0.8421052631578947,-0.7777777777777778,-0.16666666666666666,-0.3125,12.588235294117647,-1.8,-2.0,-0.2222222222222222,6.9,-0.8235294117647058,-2.888888888888889,-2.1666666666666665,-1.5,3.2941176470588234,4.933333333333334,-4.588235294117647,4.428571428571429,7.45,3.9411764705882355,13.529411764705882,8.666666666666666,-2.6666666666666665,0.875,5.066666666666666,0.7857142857142857
9,45959.0,44119.0,-2.7222222222222223,5.0,7.529411764705882,0.9411764705882353,8.38888888888889,0.0,-5.333333333333333,-0.1,-4.473684210526316,-5.0,-4.6,-1.7777777777777777,-4.352941176470588,-4.888888888888889,-3.111111111111111,-1.0,4.6,-3.6,-4.875,-5.222222222222222,-8.0,-3.3,2.761904761904762,3.2857142857142856,2.2222222222222223,5.4,-4.125,10.375,-3.0,0.058823529411764705,-0.5,-7.0,2.5625,-0.47058823529411764,10.235294117647058,-1.1875,3.6875,-9.0625,3.75,3.375,4.0,9.066666666666666,2.857142857142857,5.1875,1.4666666666666666,2.8823529411764706,2.625,-5.125,3.210526315789474,3.764705882352941,-0.2857142857142857,0.9285714285714286,7.076923076923077,15.428571428571429,-1.8571428571428572,0.6,-1.2,14.571428571428571,-0.3333333333333333,-5.75,8.5625,0.6,-5.666666666666667,-2.875
